# nbody-bodies-v1
# seed=1234567, n=1000, total_mass=1.9890000000000001e+31, radius=299200000000.0
mass,x,y,z,vx,vy,vz
1.989e+28,-17130298787.402525,-106266990496.40382,45463120851.82152,-15626.506224378654,-96938.28514300167,41472.11614855848
1.989e+28,-149405590560.02383,-160972911300.49588,-59099433235.76957,-50187.76469934126,-54073.415626783564,-19852.45958992151
1.989e+28,-42472095660.46503,159778010262.28027,-237775422994.1487,-9929.286541518715,37353.505219302584,-55588.034231082034
1.989e+28,-221814362893.13602,-170662579347.3258,-43184581931.63806,-53630.26088837058,-41262.78629977101,-10441.16514882649
1.989e+28,-203243521058.24155,13478991461.455166,99123623882.40076,-68683.44802502972,4555.04610750855,33497.51191836773
1.989e+28,26620984413.925816,106910816607.54767,89348303540.91667,18154.90689769676,72910.74934296642,60933.514216850046
1.989e+28,117218744715.82646,-125140258860.78474,-173732355927.13724,35413.86185353505,-37807.09177832625,-52487.62616600623
1.989e+28,32044223569.940845,-124430265492.11374,-216180370517.5232,9257.768467597545,-35948.650332357174,-62455.806211764444
1.989e+28,26543168069.905422,-212282283839.8037,-167724048804.8895,6823.235519755171,-54569.673653716905,-43115.45194261167
1.989e+28,-178393622539.7841,-36578646417.45619,-56675615627.39929,-78037.1670321332,-16001.09857992138,-24792.39123236031
1.989e+28,-4088443598.433156,168402234760.46783,-232047934448.29013,-970.1422136160941,39959.97813716409,-55062.395107267876
1.989e+28,78519799395.07927,-26872156549.591965,65654421010.75617,83107.98859231266,-28442.391564671852,69490.8407106649
1.989e+28,67179190355.41617,-267522898558.6431,832673328.7124773,16896.306198133894,-67284.9551348414,209.42651214627395
1.989e+28,-207111795370.075,128342116305.24297,-61082515422.88675,-59939.37007986714,37142.96229390328,-17677.63873998363
1.989e+28,-149126340893.40485,119226909067.2922,167005091863.2268,-42529.529731422735,34002.47296074634,47628.393328399616
1.989e+28,130267884307.84181,152016100529.373,8871768534.379395,52909.41378914584,61742.637552276676,3603.3445612561204
1.989e+28,201350619363.91748,25749266774.39392,3476590157.6183677,80197.97844646718,10255.936377592476,1384.7263217201817
1.989e+28,-196999124043.36508,19817181585.23381,148272903262.95398,-58343.62412078645,5869.093069102879,43912.77665461718
1.989e+28,68886145984.77304,66412605777.13935,-244934645263.31613,18612.82457441105,17944.481625269796,-66180.58710222275
1.989e+28,-29708799570.987175,-237287521314.5834,119030631430.31598,-7840.259388308076,-62621.03294580197,31412.61306562995
1.989e+28,8295709952.948387,-195063353164.36713,-101528173945.16914,2927.928790118008,-68846.62203310528,-35833.85450892213
1.989e+28,33002491584.135365,95900833864.90228,-168331192415.59702,13802.056982044924,40106.93466142074,-70398.22140860662
1.989e+28,-154992953976.1507,104538443433.35912,-2758027286.0042405,-69849.69452724204,47111.67929154436,-1242.942717607911
1.989e+28,-46175252971.89547,113546136711.88626,220980389018.5637,-13244.062303677485,32567.490423266267,63381.96006926189
1.989e+28,-17971045163.249084,-44247324050.48259,136322279181.97827,-11927.113466763078,-29366.28614288826,90475.05457146422
1.989e+28,-15736883139.45884,22929876129.20827,-110268991394.68912,-14951.015294619956,21784.804886294845,-104762.38288448055
1.989e+28,-112280220105.21419,-73013264336.69945,-70362784671.65576,-69519.42028764359,-45206.89223123557,-43565.82126053956
1.989e+28,63755958792.86448,22465872352.8473,227353804578.27863,20109.18330718966,7085.931320820988,71709.36518585091
1.989e+28,-88366304319.3627,-167579237981.5909,47950186251.99924,-37268.18641928276,-70675.97009068084,20222.826945669472
1.989e+28,194830371114.27512,-101216381916.45886,197504555396.34204,44232.877293798025,-22979.434755615923,44840.00473770301
1.989e+28,195689552623.33725,187900118327.82382,-13462697437.390995,50364.41996603455,48359.66123007796,-3464.880666969016
1.989e+28,-115262699622.96555,-189214025402.0083,158682996170.14224,-29519.44097072333,-48458.80125971513,40639.628898373645
1.989e+28,133044028982.74734,-72024626079.75003,80745174584.24477,68259.76280463126,-36953.05929838861,41427.23658386667
1.989e+28,-110675828853.14517,-54749753275.142166,61744367964.099686,-78613.23549027594,-38888.84584694886,43857.13293731597
1.989e+28,74464584818.00731,36318036839.749016,52116602178.14504,88601.23701467545,43212.79703379439,62010.62469187011
1.989e+28,114551349188.57793,74686089892.8483,-192498080662.0759,36375.04621215079,23716.088815199142,-61126.530847805436
1.989e+28,-175351231956.28787,-19197518599.97233,238810039387.31866,-39493.28907500373,-4323.7400908621385,53785.729443221084
1.989e+28,237813001829.9794,23227845718.5924,75780665295.76111,69038.60730166777,6743.1894248410645,21999.60284826462
1.989e+28,14410066688.487782,-257641992547.26825,-29094080110.5682,3967.6063310544364,-70938.047885141,-8010.6399878853845
1.989e+28,166701136017.87018,122860025048.17902,22439373625.59597,63890.34028698631,47087.67435846601,8600.17664554167
1.989e+28,-112339268723.26927,205702832744.13956,-62410259900.750725,-34265.60611091654,62743.262643745875,-19036.312122584543
1.989e+28,-173849078357.0137,-129050932766.39978,-167273710217.62772,-44260.119371031,-32854.98975987707,-42586.10084008401
1.989e+28,-50023349956.73086,-130925270600.31577,201879621953.8135,-14959.56810880373,-39153.425438382634,60372.44520828546
1.989e+28,93148244637.08134,-101633200412.2847,181115255146.6012,31253.04516612992,-34099.912620350085,60767.68565447043
1.989e+28,61473227842.780815,-111855387108.91939,196044894064.91095,19795.699882059267,-36019.837433341534,63130.66716204379
1.989e+28,-164650977363.76642,16976192330.937445,142309362324.9201,-58821.45694254417,6064.733913096908,50839.929179541694
1.989e+28,-278580931818.9089,37115221827.56484,36499166300.130714,-67276.75007959966,8963.253467273014,8814.47726251366
1.989e+28,99433701904.17242,69816402681.88689,68918723116.18285,69396.8295297994,48726.306096579385,48099.79702972815
1.989e+28,3701126528.9210563,-215736386515.70612,-129673613154.79146,1067.6642983118825,-62233.494567066016,-37406.95869666389
1.989e+28,281333295830.6509,-36422906021.71092,-6354231691.182259,67815.86318730036,-8779.802633596197,-1531.698214949346
1.989e+28,-34027344445.50425,-134272109718.23642,-749551465.492355,-24048.294513011137,-94894.71752810018,-529.7337975841018
1.989e+28,-14847205042.693787,-65647657524.842575,-175244393919.97006,-6650.906637577572,-29407.31537807184,-78501.92001585777
1.989e+28,-137340509628.57129,-5106407488.213334,-55594887081.45754,-87661.17966914322,-3259.2984072851077,-35484.89370189093
1.989e+28,35986110300.87672,156469430537.52435,127784022294.73029,14105.637377623134,61332.02586753977,50088.077485264155
1.989e+28,-88052642093.77411,-21566225352.650566,-114313862442.68733,-57569.196732718294,-14100.091043113209,-74738.8957304812
1.989e+28,-6312821907.042436,-39736068174.812706,202172297266.89096,-2457.58727522039,-15469.287261972042,78705.85809032635
1.989e+28,-146673224128.78592,-118565229969.51256,131704125591.23215,-48436.79834859534,-39154.52305149822,43493.461133296165
1.989e+28,876268430.9488306,-153031734571.3032,-236822266668.44183,213.2376198360275,-37239.87044019044,-57630.07622432585
1.989e+28,-110494009064.23615,-189878041226.96356,197894013463.84903,-25039.91622596211,-43029.7559635915,44846.318463052994
1.989e+28,161734559420.62268,-208759839713.27396,97597042948.01273,39447.15141773779,-50916.64413970729,23803.974517785187
1.989e+28,-119658910426.81577,110240920850.83589,212967319198.16742,-31423.274349516385,28950.043821081126,55926.72100033868
1.989e+28,14938916150.597826,181727589452.79132,-178820979066.94965,4217.234730761256,51301.43941179864,-50480.90744385715
1.989e+28,27465844384.174126,-9790176727.953262,-276380467122.214,6830.397562963708,-2434.6893664819227,-68732.22037805214
1.989e+28,189361248076.15848,146032831727.27057,-46046254846.79973,57411.65577031876,44275.09192862427,-13960.574085958822
1.989e+28,-218395214030.4503,-134639617909.53758,133269651903.66919,-51187.74333825037,-31557.001994341274,31235.907648927907
1.989e+28,57114393735.39092,-114181733811.49489,206330189142.57117,17411.459101346765,-34808.57378247541,62900.25008884796
1.989e+28,47280267439.224236,64159614998.722115,55209241819.55447,57062.93659502192,77434.75747761482,66632.47980689003
1.989e+28,-184346860953.52975,-142968790846.63525,110811832647.57072,-51173.56033096467,-39687.261318106386,30760.686534308155
1.989e+28,-127546455244.06088,-127688438940.12184,-67052129978.91529,-55009.08598602016,-55070.32166152588,-28918.68987262743
1.989e+28,159214085935.2755,-146564126190.4575,-22245220799.452736,57171.90344182569,-52629.45185643189,-7987.996841594929
1.989e+28,181827834191.4242,-26128729217.958683,-79205845140.57057,74044.18338799111,-10640.177432201644,-32254.314357696057
1.989e+28,-33897245558.91975,-174618752917.0497,-185313778172.74365,-9486.69774715567,-48869.90971080246,-51863.08718956272
1.989e+28,41379216482.75316,-53399531823.782135,255755125523.3227,11081.464277732746,-14300.536710247616,68491.90313970842
1.989e+28,-79531669222.35385,-171411976766.1206,74725583333.33643,-31634.839930725127,-68181.5244194734,29723.151677743645
1.989e+28,-78638902604.35806,175729108993.32397,165351527381.6658,-22411.06415701346,50080.50984279555,47123.03409489993
1.989e+28,166545643013.93454,103225036961.33994,128156905305.77078,53563.11743916625,33198.43544006686,41216.82948474834
1.989e+28,115015504524.56201,-173536173946.0008,-65770219062.694336,41076.93116862335,-61977.152575319444,-23489.34408931475
1.989e+28,-114953900201.30235,153164387651.23676,-184936894123.45337,-30490.993933770947,40626.15019208102,-49053.66157193483
1.989e+28,-157565043249.96783,-36508417828.63704,60422967649.69248,-80020.53666281162,-18541.0616917296,30686.237241197756
1.989e+28,-51676899204.48548,-61104418689.57072,96082632750.84354,-42581.22287226004,-50349.40003665431,79171.08151415671
1.989e+28,85120692821.14714,-62277046980.013016,-163521280521.99295,36131.96164632095,-26435.309656795074,-69411.37860088101
1.989e+28,-120055119683.81631,168702183062.74622,19757024508.138718,-46111.03861054783,64795.51140657126,7588.322116737943
1.989e+28,90620107989.83899,-115509600737.60838,-70500881496.83684,50234.70318936344,-64032.041423149305,-39081.7329083209
1.989e+28,91551212403.42522,263142264938.41568,-55475352995.869446,22030.094820552582,63320.28703610462,-13349.110892352379
1.989e+28,30786558289.07293,-87418609204.3328,234939806632.4678,8837.588174539229,-25094.382414713946,67441.81136871582
1.989e+28,-121643053903.72766,262892210241.3917,74304425290.96187,-27101.455673464458,58571.05156530309,16554.64922772335
1.989e+28,-18454365900.82252,-112375116445.2433,20180828395.582962,-17095.149349989304,-104098.36941448365,18694.45297026538
1.989e+28,-17480982290.95037,27831362596.172905,-234681036818.7441,-5521.305357769572,8790.435735171892,-74123.16106658589
1.989e+28,187699088498.8429,-37640102103.62897,-209975724090.10468,45151.799060606885,-9054.483643985615,-50510.53671888388
1.989e+28,-98695686657.74127,-117410609925.77013,235348392407.86536,-24151.725585247113,-28731.43627398101,57591.8764319979
1.989e+28,22206608451.05318,13556061855.689142,-129484246258.68553,16857.130386274872,10290.463882832204,-98292.03891995794
1.989e+28,-139113732265.22864,210217372632.68857,-16770416684.001585,-39915.82869632614,60317.558147316566,-4811.92667772263
1.989e+28,-83666760226.3076,120287968374.93228,-74914957912.26271,-45663.21351281583,65650.14789708893,-40886.69991760519
1.989e+28,213614743872.5729,171247258277.58264,-25192079488.921585,53987.82931253492,43280.10128198254,-6366.909244274952
1.989e+28,159216181673.82385,33083594443.29558,192686740877.51062,45819.953588644865,9520.9465897308,55452.26264904394
1.989e+28,147534927378.1698,209008726547.26517,19193004099.359333,41366.421611468344,58602.686539903196,5381.409769699156
1.989e+28,107807672082.21576,104506095300.20216,-127870824620.50276,44848.58799248424,43475.11378640771,-53194.970440421646
1.989e+28,-16865894307.25269,-139335364436.3638,178798803549.06946,-5670.398811636523,-46845.2529421547,60113.06039850458
1.989e+28,87487927964.34395,11812292476.460388,48893817947.050026,99430.28883472396,13424.705328641057,55567.96867664907
1.989e+28,59228856096.150276,122912190691.81554,29225115323.727615,41403.28014922477,85920.41448018014,20429.49529832882
1.989e+28,173760938446.40225,91511717175.88733,-108574728421.12129,59557.26811697144,31366.01312365684,-37214.42960149924
1.989e+28,-51497188399.520645,-251864731709.74472,114443244808.73766,-12569.574127000935,-61475.830304403724,27933.619167669607
1.989e+28,94336442953.43619,-218474677621.81082,164547679107.56406,22086.64033691128,-51150.663267400756,38524.935782411536
1.989e+28,-165667007685.77582,108007485400.1769,11487110707.729597,-68459.30283341612,44632.406020823786,4746.86904536248
1.989e+28,-135378992045.27344,52783938685.3646,186724220132.81927,-42859.64399150064,16710.87061844401,59115.0331271996
1.989e+28,-67672828895.24548,273044191854.35483,-35933866702.45012,-16326.557670459108,65873.87903932037,-8669.304307468672
1.989e+28,51808245088.7691,198516896493.98807,215660852615.55832,11623.404471424192,44538.12667091628,48384.447577944215
1.989e+28,-222862345231.8999,-43511884873.929474,137578034207.91144,-59356.304586942264,-11588.788985602232,36642.00739887339
1.989e+28,185039408763.10718,65528656381.06392,-32983471181.73074,75916.3351845629,26884.51868319383,-13532.16739353245
1.989e+28,149341520146.12592,-17024684384.203213,14441669337.580803,92732.037111943,-10571.297671205626,8967.401802664006
1.989e+28,112480026327.01445,-155762333334.7149,-83473166919.6831,42744.874294606096,-59193.099216299284,-31721.63221744894
1.989e+28,-67933336868.285675,193051379033.74713,-25295020565.309963,-26431.97064827573,75113.76033423346,-9841.96083914045
1.989e+28,223064043271.53763,54808556200.39337,-49926218182.75953,71314.04819859732,17522.41177576248,-15961.517946327396
1.989e+28,-187351198106.2668,135462192019.4323,53207508386.18257,-59074.693003250424,42713.297208573575,16777.139698881212
1.989e+28,54443725819.65457,237042024435.3261,-13189425843.9697,16501.670100628122,71846.46583839547,-3997.6609024673758
1.989e+28,-21213315897.217377,-195530969717.8738,-44841561419.06815,-8530.744016239298,-78631.01921416349,-18032.630240740473
1.989e+28,57098607297.8195,100310729807.80966,-121031659145.68625,30416.669514555837,53435.949872013225,-64474.076536246685
1.989e+28,-182599424652.96555,51521578552.02551,-97678863373.85576,-67489.60168861905,19042.61648936487,-36102.56491786543
1.989e+28,-96497313120.24597,-205694664828.10483,-50134279218.30548,-31327.309095251512,-66777.61417340668,-16275.811321113153
1.989e+28,-123291197603.8759,47834790430.16745,206597643204.3935,-36975.02346295306,14345.651051128096,61958.62197248305
1.989e+28,-10671270778.856789,-40807047296.0356,-138190580788.03134,-7079.517706648027,-27072.147251731225,-91678.17815280386
1.989e+28,117722538657.49776,-60576841484.78773,-123686266716.06248,55617.41633559935,-28619.22153205677,-58434.94941064203
1.989e+28,-224223565964.55444,-80690608397.25243,-127819719774.73021,-58096.64021561662,-20907.04973256669,-33118.268547148764
1.989e+28,48572762720.0301,-65126079592.301384,150712753309.10077,24980.07698169562,-33493.14287739399,77508.79235518817
1.989e+28,-981614310.8381665,17705122860.724094,10628569408.192112,-12031.60743329622,217010.9843209392,130273.95106711288
1.989e+28,-48491528905.11528,107784336390.43343,152436070685.5882,-20855.872220716974,46357.29988122778,65561.70291655707
1.989e+28,-210439680960.66367,-55198553319.255104,-6530645132.36026,-75507.3406031334,-19805.65617306888,-2343.2446015706323
1.989e+28,-214621973941.04526,-27132654261.99133,151087789703.72498,-57691.74312759015,-7293.428959340855,40613.35283262753
1.989e+28,49819817248.583084,-39836451705.73589,288137530324.9894,11322.366957401584,-9053.484123448407,65483.958647635176
1.989e+28,270994799931.31934,-20409593143.39424,94390135885.98592,63987.98634632603,-4819.165414703764,22287.640677352687
1.989e+28,72096482442.58385,90924531256.66881,-108400637698.13821,41512.36499228935,52353.34929530835,-62415.89998660081
1.989e+28,17253150722.31078,-176044694421.9855,168693596494.87122,5201.768941660495,-53076.90395379261,50860.57178931903
1.989e+28,95742967846.4248,238139169972.15808,-16288041480.570818,26746.49767593301,66525.91724987753,-4550.183406726886
1.989e+28,-214837773820.90042,62903377685.158,125016047400.84236,-60290.9664204474,17652.879958206067,35083.859704042334
1.989e+28,94573141629.15396,-109518333491.39038,130973546049.54156,39962.999994899124,-46278.267649391484,55344.42157620194
1.989e+28,193075763589.34433,38298302668.82999,198148088030.7461,47658.92425888107,9453.573417011752,48910.97952400177
1.989e+28,-127392316003.06316,-90291192113.14308,-14549367537.88273,-74740.09743608878,-52973.151818628205,-8536.002653320747
1.989e+28,-94945317076.53596,160604995876.02576,87162495840.92833,-37018.873485925295,62619.37088218387,33984.376540148776
1.989e+28,-158462658967.29767,-148572831132.78745,-94647856482.35301,-50058.44625357186,-46934.243880992224,-29899.312983984626
1.989e+28,12675366995.89303,-89799754299.04709,245382887398.68906,3451.5147494553803,-24452.5603527737,66817.99867372231
1.989e+28,161657336872.8167,175949364688.3231,161752045124.31854,38002.0641151817,41361.803721730685,38024.32793020818
1.989e+28,78802187930.63092,-170067594165.24103,-69465228441.91217,32125.736455588423,-69332.42405144927,-28319.285039605733
1.989e+28,-190673139850.09232,-4635323290.325684,-202879745817.84747,-47279.55345758325,-1149.3806388798905,-50306.318946638865
1.989e+28,-31524211441.47392,-76655366035.9975,35656620984.48922,-42378.45638521864,-103048.92454742415,47933.714695475275
1.989e+28,-236501805405.666,20561716909.3142,-45421356760.44503,-72516.74372506495,6304.682338904251,-13927.203989805259
1.989e+28,158948092688.19272,-86008130990.34233,-23143511068.420357,74463.79780028897,-40292.97846190116,-10842.242265645133
1.989e+28,162256287848.0364,-9706645501.3261,-70141511863.97351,79365.97013400751,-4747.904362764382,-34308.9886350905
1.989e+28,-205299823984.07007,-81468944388.01001,-1396825891.2417626,-72057.42013626835,-28594.48118319199,-490.26671406320884
1.989e+28,79206517055.73984,155254503390.22888,-20233741835.364243,39264.85581996698,76963.94081724304,-10030.42407867672
1.989e+28,-63356065112.55283,117894774075.97926,-212248404936.93842,-18365.207157192588,34174.501601533186,-61525.06344145192
1.989e+28,106219559136.78741,-61768769375.83861,-125476289606.4832,52585.221672060405,-30579.34392154631,-62118.4888844016
1.989e+28,51484335142.954544,-55344504258.424736,104291408994.36731,40579.06504467089,-43621.583767796146,82200.68992698153
1.989e+28,-30337626569.986656,-44763402061.09242,-117283479841.3345,-23815.6235829895,-35140.136336033174,-92069.79992191224
1.989e+28,47609519018.873146,79136853139.52838,-49422141942.293785,51168.40762046113,85052.46099291087,-53116.52704109656
1.989e+28,92175780606.48686,-96510318695.2384,232229068368.83206,24227.627935578355,-25366.924781191126,61039.455562474475
1.989e+28,-134115848399.68645,-25305848099.31294,-193370158442.44943,-42437.053281466855,-8007.298443378901,-61186.35355019757
1.989e+28,7854422996.055834,226519264624.4365,155378854643.66,1986.5875892063286,57292.60571336955,39299.34820357806
1.989e+28,18246210475.714344,-114714985377.81836,119658904724.07442,9761.86115713661,-61373.388265564085,64018.422657470815
1.989e+28,63612232258.69728,-121223628314.54765,-84984660945.98236,35832.72846363859,-68285.18985321948,-47871.80344288927
1.989e+28,55413926674.06331,-141594165636.13907,-14820084003.347418,33812.13878454565,-86397.08223044827,-9042.83033518267
1.989e+28,-126047271816.59946,169843537812.70694,197892312046.42456,-29460.93924885857,39697.40937028688,46253.229435213354
1.989e+28,-133593910880.71284,-145191875614.6495,-111179448573.30574,-45163.59706926573,-49084.47791341423,-37586.02308028441
1.989e+28,-130678103475.2844,-77950038280.72174,175908862454.01907,-42446.59329325399,-25319.57140563464,57138.35556755622
1.989e+28,-20112992530.432346,-72994142226.98882,-221279196018.72736,-6479.215651248929,-23514.39190617697,-71283.05884721068
1.989e+28,-5214490564.532619,-22707082045.904022,172935856131.4145,-2606.4209864066715,-11349.951534490334,86440.5907240383
1.989e+28,-59582780393.93076,-39054625697.7203,-52838394710.1564,-82180.8510311567,-53866.945371164096,-72878.50979245569
1.989e+28,-217010780773.55396,120949578149.79924,-51962576127.6834,-61833.25058326816,34462.36886028708,-14805.78512828774
1.989e+28,-37632981026.00434,-96285211291.67534,-28812931779.25709,-39000.91004704329,-99785.10237741574,-29860.259003609215
1.989e+28,85325803930.671,-146494242031.3654,-107600049351.75797,34551.63866504824,-59321.04807697478,-43571.3213855454
1.989e+28,289622210528.1214,66656125247.34217,-3474961295.7500896,65124.97596667033,14988.417313882188,-781.3861045331
1.989e+28,23353470167.206554,32168154771.58752,295157616609.03253,5235.219153199717,7211.234081168334,66166.38968945222
1.989e+28,-74120177205.60646,248406290282.8501,-17460173109.230267,-20391.87117069011,68341.29734182254,-4803.625869292174
1.989e+28,-165167564499.4101,124261607925.93144,-34231472892.83132,-62754.814250228446,47212.74511409529,-13006.12338392283
1.989e+28,201560525948.5329,181609735480.83597,38161357140.07969,51209.04695532467,46140.29174619702,9695.384155547643
1.989e+28,104898368438.18675,-99507501612.25821,215015617322.74185,28977.84518173493,-27488.63513392412,59397.38971350276
1.989e+28,13144205206.274185,-29867293899.655834,117707773360.10576,11218.308619953617,-25491.120638413428,100461.16199486214
1.989e+28,90995172040.33275,79655063787.93498,99508873150.73894,53493.74618512838,46827.185103219934,58498.734428837066
1.989e+28,10671676588.954542,94176373639.49277,215645401881.25354,3401.060402603177,30013.984454659985,68726.13044710254
1.989e+28,13525210722.953188,-68508493326.28452,50754682282.76031,19428.551099663357,-98410.35312609463,72907.54713376304
1.989e+28,-44612972541.30955,-171173848851.47974,-99892469963.40883,-17752.517293729885,-68113.97086702622,-39749.48763830464
1.989e+28,-9866667793.640593,-45958164763.48649,10523793776.53359,-34004.35683288398,-158389.62724673204,36269.06735864581
1.989e+28,-171043361519.07635,-201193091007.59827,85352925489.53613,-42626.011114345405,-50139.67719795373,21270.949765291472
1.989e+28,-195045427174.11884,28417029152.033207,90129402217.1409,-70431.17761665012,10261.429127265143,32545.853691668988
1.989e+28,259598583613.4265,-107314595961.53964,68341036875.793526,60848.72711611136,-25154.053132136352,16018.828168491546
1.989e+28,133171490642.67155,75730043881.89381,15059025798.02517,80337.35030157887,45685.08645756789,9084.543733032373
1.989e+28,-80443858644.73776,-15567937766.264086,-32191633421.849644,-112212.07705320526,-21715.898038933814,-44904.48507640586
1.989e+28,-109659322379.73605,-162245363941.70038,45805132476.45821,-44299.7547506478,-65543.26322715897,18504.182690472284
1.989e+28,-148021368535.26077,-131995387473.66852,74501445861.70874,-55306.74187938861,-49318.79022951372,27836.73922683146
1.989e+28,-100802533211.55525,-187976358637.8505,26817120895.72885,-36846.86225494886,-68711.95369048284,9802.598488724887
1.989e+28,14134408650.810978,-198938617717.26367,-40097350726.82517,5612.692879498589,-78997.38791370748,-15922.428767353951
1.989e+28,45466101787.93387,-222528851062.19067,87240938254.06319,13803.238808331505,-67558.43919238796,26485.831360702206
1.989e+28,48258007746.79855,60247024122.20861,-199438914863.36823,17778.95558761612,22195.884500139622,-73476.21203930464
1.989e+28,-126570311821.89577,197259478711.82684,109208638763.16339,-35074.12527593527,54662.926626427216,30263.001031264914
1.989e+28,64786583380.88816,26352873654.093834,96875150216.68149,57152.548727432746,23247.620371778725,85460.00505514468
1.989e+28,212685397629.81287,-196367978599.88843,-63493180164.46497,48032.6703423886,-44347.55976198496,-14339.24014444017
1.989e+28,-109865595526.63338,-96747108749.6415,-41829463620.04103,-67381.9031716841,-59336.17601270283,-25654.51772102597
1.989e+28,166894556949.45975,-16805459578.090542,-144789149149.24362,58297.45137956205,-5870.266116357609,-50575.87579307518
1.989e+28,-212361654389.04382,156082281556.35745,73670292120.21661,-54049.6731103538,39725.61016587449,18750.349343894602
1.989e+28,-115306235514.71886,-239804589126.89618,55285878334.15523,-29653.282817519288,-61670.500910691364,14217.858893228686
1.989e+28,60173443659.08862,7519264944.363282,88875508231.07436,62122.295994832406,7762.7932545082085,91753.94149455578
1.989e+28,146290186817.94608,163270010790.00256,148618375811.6419,39105.29121136128,43644.22150865628,39727.64675395734
1.989e+28,-114544817090.2302,-222173682665.37042,79205025443.48976,-31082.518199445392,-60288.34573496549,21492.82444526062
1.989e+28,2783696803.1397467,-87490672064.0828,224436317469.20044,857.7865862490531,-26959.949385952365,69159.27854465743
1.989e+28,-179549215139.63208,-88254957449.84668,-78047977540.6124,-65735.12121651083,-32311.198472307424,-28574.300702711407
1.989e+28,-74324754531.17238,-265227150614.63196,-104892229916.47417,-16923.616325527128,-60391.757287705186,-23883.77689011907
1.989e+28,-91029297093.29811,111051237882.24136,177691975520.00644,-30373.187414990196,37053.78563350795,59289.391953421524
1.989e+28,61884931790.31842,-254796716994.5958,-13049264783.484198,16762.500278114072,-69015.67014658397,-3534.5971666168743
1.989e+28,-11293129767.784399,23725364908.93177,163609541376.50052,-6099.939662020858,12815.16261477478,88373.05078832524
1.989e+28,70662567080.736,156333494133.0487,-122292482181.36548,26622.785898523416,58900.1123935515,-46074.84138516486
1.989e+28,-153574399255.39972,-18329133236.662357,108486920888.19029,-68143.39583533675,-8132.927021172082,48137.366832518375
1.989e+28,49703708375.68124,-109656995680.69452,-126310093466.08409,24844.154874608153,-54811.511511047735,-63135.480768935966
1.989e+28,171864392188.96283,-14501450824.499243,-59153368324.22441,80425.311860128,-6786.069470995173,-27681.29008260205
1.989e+28,164955265014.1438,39938521070.72945,-168423781895.6158,51404.19769798096,12445.8448338022,-52485.07454952423
1.989e+28,-49581830028.74983,158155970255.87238,4845691382.806937,-26754.659718075047,85341.93199654587,2614.7648033691794
1.989e+28,192836119264.3538,-196429213239.30133,337912244.08049923,48650.07466855122,-49556.566101998316,85.25091652252964
1.989e+28,101454365551.45326,-7372650664.524332,-98785652201.30392,69230.26965741717,-5030.937710966191,-67409.19725836415
1.989e+28,148951183591.46707,-65719918765.85102,-151649964820.37833,51711.5778737228,-22816.070441146396,-52648.51729453167
1.989e+28,-88862325136.81012,72934787908.89378,102754409117.86687,-53475.32800995801,43890.49803457371,61835.26847387416
1.989e+28,-101839273515.69249,3254590338.1742363,-111025826772.5048,-63429.581808380586,2027.0893240040414,-69151.3354229155
1.989e+28,-223631293863.7182,122957581748.0415,-15786225075.169636,-63019.453623649366,34649.531766197615,-4448.569168603937
1.989e+28,-83971485155.92921,-26343500744.844143,-229956130187.77505,-25041.614570833553,-7856.045309593688,-68576.52653956997
1.989e+28,-107565638276.12312,-228819351170.33502,-79767154643.57616,-28708.867802368506,-61071.03168494905,-21289.556166207778
1.989e+28,-125835262042.27295,160069015692.94955,-131595645798.74518,-38408.972133074894,48858.21560139355,-40167.22666036179
1.989e+28,-188872291935.59152,171822290547.55798,129735754037.24217,-44897.286345999266,40844.28954761619,30839.797826515158
1.989e+28,-94552547736.02728,-43091979718.91554,-89881927259.52676,-67649.0623271504,-30830.814098671482,-64307.3956741972
1.989e+28,-199827061805.6155,-48994497888.58788,-162630791723.02942,-54209.65881083451,-13291.36799665371,-44118.94791315779
1.989e+28,241211857753.00925,132418517773.5693,-93180855999.22073,56125.39492627946,30811.261414868877,-21681.406508133394
1.989e+28,97292606094.84201,201831148863.092,-168586343210.07047,23874.650830867948,49527.3834190645,-41369.43433368141
1.989e+28,97318826995.16577,245975783112.28976,-73376573903.04294,24652.68829521077,62310.28976067366,-18587.66551606784
1.989e+28,-94987201562.33145,113371466829.89777,110957835291.9712,-43529.690340622605,51954.6292910757,50848.536767933416
1.989e+28,-61854038066.504364,-203939012660.00635,-20299123506.157246,-22752.615041351633,-75017.67050321693,-7466.903653337333
1.989e+28,-211785177855.7635,-78057522933.95409,-24944001447.01958,-71306.4389527562,-26281.367044884024,-8398.45325545269
1.989e+28,26152553903.674183,183880637874.2375,196974029801.21902,6764.389772592973,47560.94990935537,50947.571604721896
1.989e+28,105333889257.52672,-54714464648.575905,150605299691.2555,45704.548772165654,-23740.696709298438,65347.888638734155
1.989e+28,42344546257.20427,91633834123.72476,-204050252198.8208,14203.781043041325,30737.061347216983,-68445.29839580733
1.989e+28,-126315207145.21022,64875848468.31927,133016159877.19032,-53623.98128410835,27541.42880086089,56468.704195992694
1.989e+28,148859416128.6813,143230947174.13654,101050653363.98521,49180.54959844893,47321.001819872195,33385.369894418174
1.989e+28,-99159118767.11581,186204204946.19427,125157381825.53604,-29738.765398335745,55844.4168920438,37535.892434875925
1.989e+28,-177193046135.5709,9126485505.008139,-47631721473.80746,-81990.91408920949,4223.01498448771,-22040.189885849664
